ID	label_en	synonym_en	label_ja	synonym_ja
NANDO:1200220	[指定] Bethlem Myopathy		[指定] ベスレムミオパチー	
NANDO:1200221	[指定] Autophagic vacuolar myopathy		[指定] 自己貪食空胞性ミオパチー	
NANDO:1200222	[指定] Danon disease		[指定] ダノン病	Danon病
NANDO:1200223	[指定] X-linked Myopathy with excessive autophagy	XMEA	[指定] 過剰自己貪食を伴うＸ連鎖性ミオパチー	XMEA
NANDO:1200224	[指定] Schwartz-Jampel syndrome	SJS	[指定] シュワルツ・ヤンペル症候群	Schwartz-Jampel症候群
NANDO:1200225	[指定] Neurofibromatosis		[指定] 神経線維腫症	
NANDO:1200226	[指定] Neurofibromatosis type 1	NF1	[指定] 神経線維腫症I型	レックリングハウゼン病
NANDO:1200227	[指定] Neurofibromatosis type 2	NF2	[指定] 神経線維腫症II型	
NANDO:1200228	[指定] Pemphigus		[指定] 天疱瘡	
NANDO:1200229	[指定] Pemphigus vulgaris		[指定] 尋常性天疱瘡	天疱瘡（尋常性）
NANDO:1200230	[指定] Pemphigus foliaceus		[指定] 落葉状天疱瘡	天疱瘡（落葉状）
NANDO:1200231	[指定] Paraneoplastic pemphigus		[指定] 腫瘍随伴性天疱瘡	天疱瘡（腫瘍随伴性）
NANDO:1200232	[指定] Pemphigus vegetans		[指定] 増殖性天疱瘡	天疱瘡（増殖性）
NANDO:1200233	[指定] Pemphigus erythematosus	Senear-Usher syndrome	[指定] 紅斑性天疱瘡	天疱瘡（紅斑性）
NANDO:1200234	[指定] Epidermolysis bullosa		[指定] 表皮水疱症	
NANDO:1200235	[指定] Epidermolysis bullosa simplex	EBS	[指定] 単純型表皮水疱症	表皮水疱症（単純型）
NANDO:1200236	[指定] Junctional epidermolysis bullosa	JEB	[指定] 接合部型表皮水疱症	表皮水疱症（接合部型）
NANDO:1200237	[指定] Dominant dystrophic epidermolysis bullosa		[指定] 優性栄養障害型表皮水疱症	表皮水疱症（優性栄養障害型）
NANDO:1200238	[指定] Recessive dystrophic epidermolysis bullosa	Recessive DEB | RDEB	[指定] 劣性栄養障害型表皮水疱症	表皮水疱症（劣性栄養障害型）
NANDO:1200239	[指定] Kindler syndrome		[指定] キンドラー症候群	表皮水疱症（キンドラー症候群）
NANDO:1200240	[指定] Pustular psoriasis	Generalized pustular psoriasis | GPP	[指定] 膿疱性乾癬（汎発型）	
NANDO:1200241	[指定] Acute generalized pustular psoriasis	Acute generalized pustular psoriasis, von Zumbusch type | AGEP	[指定] 急性汎発性膿疱性乾癬	von Zumbusch型
NANDO:1200242	[指定] Childhood generalized pustular psoriasis		[指定] 小児汎発性膿疱性乾癬	
NANDO:1200243	[指定] Impetigo herpetiformis		[指定] 疱疹状膿痂疹	
NANDO:1200244	[指定] Acrodermatitis continua of Hallopeau	Generalized acrodermatitis continua of Hallopeau	[指定] 稽留性肢端皮膚炎の汎発化	アロポー稽留性肢端皮膚炎の汎発化 | 稽留性肢端皮膚炎汎発型
NANDO:1200245	[指定] Stevens-Johnson syndrome	SJS	[指定] スティーヴンス・ジョンソン症候群	皮膚粘膜眼症候群 | Stevens-Johnson症候群
NANDO:1200246	[指定] Toxic epidermal necrolysis	TEN	[指定] 中毒性表皮壊死症	
NANDO:1200247	[指定] Toxic epidermal necrolysis with spots	TEN with macules	[指定] 中毒性表皮壊死症（SJS進展型）	
NANDO:1200248	[指定] Toxic epidermal necrolysis without spots	TEN on large erythema	[指定] 中毒性表皮壊死症（びまん性紅班進展型）	
NANDO:1200249	[指定] Toxic epidermal necrolysis (particular form)		[指定] 中毒性表皮壊死症（特殊型）	
NANDO:1200250	[指定] Toxic epidermal necrolysis (abortive form)		[指定] 中毒性表皮壊死症（不全型）	
NANDO:1200251	[指定] Takayasu arteritis	Aortitis syndrome | Takayasu's arteritis	[指定] 高安動脈炎	
NANDO:1200252	[指定] Type I Takayasu arteritis		[指定] 高安動脈炎（I型）	
NANDO:1200253	[指定] Type II a Takayasu arteritis		[指定] 高安動脈炎（IIa型）	
NANDO:1200254	[指定] Type II b Takayasu arteritis		[指定] 高安動脈炎（IIb型）	
NANDO:1200255	[指定] Type III Takayasu arteritis		[指定] 高安動脈炎（III型）	
NANDO:1200256	[指定] Type IV Takayasu arteritis		[指定] 高安動脈炎（IV型）	
NANDO:1200257	[指定] Type V Takayasu arteritis		[指定] 高安動脈炎（V型）	
NANDO:1200258	[指定] Giant cell arteritis	GCA	[指定] 巨細胞性動脈炎	
NANDO:1200259	[指定] Cranial giant cell arteritis	cranial GCA	[指定] 巨細胞性動脈炎（側頭動脈・顎動脈・眼動脈などの頭蓋領域の動脈に限局）	側頭動脈炎
NANDO:1200260	[指定] Large-vessel giant cell arteritis	LV-GCA	[指定] 巨細胞性動脈炎（頭蓋領域の動脈に限局せず大動脈・総頸動脈・鎖骨下動脈などにも分布）	
NANDO:1200261	[指定] Polyarteritis nodosa	Periarteritis nodosa | PAN	[指定] 結節性多発動脈炎	結節性動脈周囲炎
NANDO:1200262	[指定] Microscopic polyangiitis	MPA	[指定] 顕微鏡的多発血管炎	
NANDO:1200263	[指定] Granulomatosis with polyangiitis	Wegeners granulomatosis | GPA	[指定] 多発血管炎性肉芽腫症	ウェゲナー肉芽腫症
NANDO:1200264	[指定] Eosinophilic granulomatosis with polyangiitis	EGPA | Allergic granulomatous angiitis | Churg Strauss syndrome	[指定] 好酸球性多発血管炎性肉芽腫症	アレルギー性肉芽腫性血管炎 | チャーグ・ストラウス症候群
NANDO:1200265	[指定] Rheumatoid vasculitis	Rheumatoid arthritis with vasculitis | Malignant rheumatoid arthritis	[指定] 悪性関節リウマチ	リウマトイド血管炎 | 血管炎を伴う関節リウマチ
NANDO:1200266	[指定] Buerger's disease	Thromboangiitis obliterans | TAO	[指定] バージャー病	ビュルガー病 | 閉塞性血栓血管炎
NANDO:1200267	[指定] Primary antiphospholipid antibody syndrome	Primary antiphospholipid syndrome | Primary APS	[指定] 原発性抗リン脂質抗体症候群	原発性APS
NANDO:1200268	[指定] Arterial thrombosis in antiphospholipid syndrome		[指定] 動脈血栓症を有する抗リン脂質抗体症候群	
NANDO:1200269	[指定] Antiphospholipid antibody syndrome during pregnancy		[指定] 抗リン脂質抗体症候群合併妊娠	
NANDO:1200270	[指定] Catastrophic antiphospholipid syndrome		[指定] 劇症型原発性抗リン脂質抗体症候群	劇症型APS
NANDO:1200271	[指定] Antiphospholipid antibody-related disease		[指定] 抗リン脂質抗体関連疾患	
NANDO:1200272	[指定] Systemic lupus erythematosus		[指定] 全身性エリテマトーデス	
NANDO:1200273	[指定] Dermatomyositis/Polymyositis	DM/PM	[指定] 皮膚筋炎／多発性筋炎	
NANDO:1200274	[指定] Dermatomyositis		[指定] 皮膚筋炎	
NANDO:1200275	[指定] Amyopathic dermatomyositis	ADM	[指定] 無筋症性皮膚筋炎	
NANDO:1200276	[指定] Polymyositis		[指定] 多発性筋炎	
NANDO:1200277	[指定] Systemic sclerosis	Systemic scleroderma	[指定] 全身性強皮症	
NANDO:1200278	[指定] Mixed connective tissue disease	MCTD	[指定] 混合性結合組織病	
NANDO:1200279	[指定] Sjogren's syndrome	Sjogren syndrome | Sjögren's syndrome	[指定] シェーグレン症候群	Sjogren症候群
NANDO:1200280	[指定] Primary Sjogren's syndrome	Primary Sjogren syndrome	[指定] 一次性シェーグレン症候群	一次性Sjogren症候群 | 原発性シェーグレン症候群
NANDO:1200281	[指定] Secondary Sjogren's syndrome	Secondary Sjogren syndrome	[指定] 二次性シェーグレン症候群	
NANDO:1200282	[指定] Adult Still's disease	Adult Still disease | Adult-onset Still disease | AOSD	[指定] 成人スチル病	成人Still病
NANDO:1200283	[指定] Relapsing polychondritis	RP	[指定] 再発性多発軟骨炎	
NANDO:1200284	[指定] Behcet's disease	Behcet disease	[指定] ベーチェット病	
NANDO:1200285	[指定] Idiopathic dilated cardiomyopathy		[指定] 特発性拡張型心筋症	
NANDO:1200286	[指定] Hypertrophic cardiomyopathy	HCM	[指定] 肥大型心筋症	
NANDO:1200287	[指定] Hypertrophic non-obstructive cardiomyopathy	HNCM | Non-obstructive hypertrophic cardiomyopathy | NHCM	[指定] 非閉塞性肥大型心筋症	
NANDO:1200288	[指定] Hypertrophic obstructive cardiomyopathy	HOCM	[指定] 閉塞性肥大型心筋症	
NANDO:1200289	[指定] Mid-ventricular obstructive hypertrophic cardiomyopathy	MVOHCM	[指定] 心室中部閉塞性肥大型心筋症	
NANDO:1200290	[指定] Apical hypertrophic cardiomyopathy	APH	[指定] 心尖部肥大型心筋症	
NANDO:1200291	[指定] Dilated phase of hypertrophic cardiomyopathy	D-HCM	[指定] 拡張相肥大型心筋症	
NANDO:1200292	[指定] Restrictive cardiomyopathy	Restricted cardiomyopathy	[指定] 拘束型心筋症	
NANDO:1200293	[指定] Idiopathic restrictive cardiomyopathy		[指定] 特発性拘束型心筋症	
NANDO:1200294	[指定] Secondary restrictive cardiomyopathy		[指定] 二次性拘束型心筋症	
NANDO:1200295	[指定] Aplastic anemia	Aplastic anaemia	[指定] 再生不良性貧血	
NANDO:1200296	[指定] Idiopathic aplastic anemia	Idiopathic aplastic anaemia	[指定] 特発性再生不良性貧血	
NANDO:1200297	[指定] Secondary aplastic anemia	Secondary aplastic anaemia	[指定] 二次性再生不良性貧血	
NANDO:1200298	[指定] Atypical aplastic anemia	Atypical aplastic anaemia	[指定] 特殊型再生不良性貧血	
NANDO:1200299	[指定] Hepatitis-associated aplastic anemia	Hepatitis-associated aplastic anaemia	[指定] 肝炎後再生不良性貧血	
NANDO:1200300	[指定] Aplastic anemia-paroxysmal nocturnal hemoglobinuria syndrome	Aplastic anaemia-paroxysmal nocturnal haemoglobinuria syndrome | Aplastic anaemia-PNH syndrome	[指定] 再生不良性貧血-PNH症候群	
NANDO:1200301	[指定] Borderline between aplastic anemia and MDS	Borderline between aplastic anaemia and MDS	[指定] MDSとの境界型	
NANDO:1200302	[指定] Congenital aplastic anemia	Congenital aplastic anaemia	[指定] 先天性再生不良性貧血	
NANDO:1200303	[指定] Fanconi anemia	Fanconi anaemia	[指定] ファンコニ貧血	
NANDO:1200304	[指定] Dyskeratosis congenita		[指定] 先天性角化不全症	先天性角化異常症
NANDO:1200305	[指定] Autoimmune hemolytic anemia	Autoimmune haemolytic anaemia | AIHA	[指定] 自己免疫性溶血性貧血	
NANDO:1200306	[指定] Warm antibody hemolytic anemia	Warm antibody haemolytic anaemia | Warm antibody AIHA	[指定] 温式自己免疫性溶血性貧血	
NANDO:1200307	[指定] Cold agglutinin disease	CAD	[指定] 寒冷凝集素症	
NANDO:1200308	[指定] Paroxysmal cold hemoglobinuria	Paroxysmal cold haemoglobinuria | PCH	[指定] 発作性寒冷ヘモグロビン尿症	
NANDO:1200309	[指定] Mixed-type autoimmune hemolytic anemia	Mixed-type autoimmune haemolytic anaemia	[指定] 混合型	
NANDO:1200310	[指定] Evans syndrome		[指定] エヴァンズ症候群	エバンス症候群
NANDO:1200311	[指定] Paroxysmal nocturnal hemoglobinuria	Paroxysmal nocturnal haemoglobinuria | PNH	[指定] 発作性夜間ヘモグロビン尿症	
NANDO:1200312	[指定] Classical paroxysmal nocturnal hemoglobinuria	Classical Paroxysmal Nocturnal Haemoglobinuria	[指定] 古典的発作性夜間ヘモグロビン尿症	古典的PNH
NANDO:1200313	[指定] Paroxysmal nocturnal hemoglobinuria in the setting of another specified bone marrow disorder	Paroxysmal nocturnal haemoglobinuria in the setting of another specified bone marrow disorder | PNH in the setting of another specified bone marrow disorder	[指定] 骨髄不全型発作性夜間ヘモグロビン尿症	骨髄不全型PNH
NANDO:1200314	[指定] Mixed type paroxysmal nocturnal hemoglobinuria	Mixed type paroxysmal nocturnal haemoglobinuria	[指定] 混合型発作性夜間ヘモグロビン尿症	混合型PNH
NANDO:1200315	[指定] Idiopathic thrombocytopenic purpura	Primary immune thrombocytopenia	[指定] 特発性血小板減少性紫斑病	
NANDO:1200316	[指定] Thrombotic thrombocytopenic purpura	TTP	[指定] 血栓性血小板減少性紫斑病	
NANDO:1200317	[指定] Congenital thrombotic thrombocytopenic purpura	Upshaw-Schulman syndrome	[指定] 先天性血栓性血小板減少性紫斑病	アップショー・シュールマン症候群 | Upshaw-Schulman症候群
NANDO:1200318	[指定] Acquired idiopathic thrombotic thrombocytopenic purpura		[指定] 後天性原発性血栓性血小板減少性紫斑病	
NANDO:1200319	[指定] Secondary thrombotic thrombocytopenic purpura	Secondary TTP	[指定] 後天性二次性血栓性血小板減少性紫斑病	
NANDO:1200320	[指定] Primary immunodeficiency syndrome	Primary immunodeficiency disease | PID	[指定] 原発性免疫不全症候群	
NANDO:1200321	[指定] X-linked severe combined immunodeficiency	X-SCID	[指定] X連鎖重症複合免疫不全症	
NANDO:1200322	[指定] Reticular dysgenesis		[指定] 細網異形成症	
NANDO:1200323	[指定] Adenosine deaminase deficiency	ADA deficiency	[指定] アデノシンデアミナーゼ欠損症	ADA欠損症
NANDO:1200324	[指定] Omenn syndrome		[指定] オーメン症候群	Omenn症候群
NANDO:1200325	[指定] Purine nucleoside phosphorylase deficiency		[指定] プリンヌクレオシドホスホリラーゼ欠損症	
NANDO:1200326	[指定] CD8 deficiency		[指定] CD8欠損症	
NANDO:1200327	[指定] Zap-70 deficiency		[指定] ZAP-70欠損症	
NANDO:1200328	[指定] MHC class I deficiency	Major histocompatibility complex class I deficiency	[指定] MHCクラスI欠損症	
NANDO:1200329	[指定] MHC class II deficiency	Major histocompatibility complex class II deficiency	[指定] MHCクラスII欠損症	
NANDO:1200330	[指定] Wiskott-Aldrich syndrome		[指定] ウィスコット・オルドリッチ症候群	Wiskott-Aldrich症候群
NANDO:1200331	[指定] Ataxia telangiectasia		[指定] 毛細血管拡張性運動失調症	
NANDO:1200332	[指定] Nijmegen breakage syndrome		[指定] ナイミーヘン染色体不安定症候群	Nijmegen breakage症候群
NANDO:1200333	[指定] Bloom syndrome		[指定] ブルーム症候群	Bloom症候群
NANDO:1200334	[指定] ICF syndrome		[指定] ICF症候群	
NANDO:1200335	[指定] PMS2 deficiency		[指定] PMS2異常症	
NANDO:1200336	[指定] RIDDLE syndrome	Radiosensitivity, immunodeficiency dysmorphic features and learning difficulties syndrome	[指定] RIDDLE症候群	
NANDO:1200337	[指定] Schimke syndrome		[指定] シムケ症候群	Schimke症候群
NANDO:1200338	[指定] Netherton syndrome		[指定] ネザートン症候群	Netherton症候群
NANDO:1200339	[指定] Thymus hypoplasia	22q11.2 deletion syndrome | DiGeorge syndrome	[指定] 胸腺低形成	22q11.2欠失症候群 | DiGeorge症候群 | デイジョージ症候群
NANDO:1200340	[指定] Hyper-IgE syndrome		[指定] 高IgE症候群	
NANDO:1200341	[指定] Hepatic veno-occlusive disease with immunodeficiency	VODI	[指定] 肝中心静脈閉鎖症を伴う免疫不全症	
NANDO:1200342	[指定] Dyskeratosis congenita		[指定] 先天性角化不全症	先天性角化異常症
NANDO:1200343	[指定] X-linked agammaglobulinemia	X-linked agammaglobulinaemia | XLA	[指定] X連鎖無ガンマグロブリン血症	X連鎖無γグロブリン血症
NANDO:1200344	[指定] Common variable immunodeficiency	CVID	[指定] 分類不能型免疫不全症	
NANDO:1200345	[指定] Hyper-IgM syndrome		[指定] 高IgM症候群	
NANDO:1200346	[指定] IgG subclass deficiency		[指定] IgGサブクラス欠損症	
NANDO:1200347	[指定] Selective IgA deficiency		[指定] 選択的IgA欠損症	
NANDO:1200348	[指定] Specific antibody deficiency with normal Ig concentrations and normal numbers of B cells		[指定] 特異抗体産生不全症	
NANDO:1200349	[指定] Transient hypogammaglobulinemia of infancy with normal numbers of B cells	Transient hypogammaglobulinaemia of infancy with normal numbers of B cells	[指定] 乳児一過性低ガンマグロブリン血症	
NANDO:1200350	[指定] Chédiak-Higashi syndrome	CHS	[指定] チェディアック・東症候群	Chédiak-Higashi症候群
NANDO:1200351	[指定] X-linked lymphoproliferative syndrome	XLP	[指定] X連鎖リンパ増殖症候群	
NANDO:1200352	[指定] Autoimmune lymphoproliferative syndrome	ALPS	[指定] 自己免疫性リンパ増殖症候群	ALPS
NANDO:1200353	[指定] Severe congenital neutropenia		[指定] 重症先天性好中球減少症	
